FIPSCode,State,JurisdictionName,D1a,D1Comments,D2a,D2b,D2c,D2d_Other,D2d,D2e,D2f,D2g_Other,D2g,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D4d,D4e,D4f,D4Comments,D5,D5Comments
0200000000,AK,ALASKA,441, ,624,441,0,-999999: Data Not Available,-999999: Data Not Available,178,5, ,-999999: Data Not Available,NOTE:  LOCATIONS LISTED IN D2E AND IN D2F ARE ALSO OPEN ON ELECTION DAY IN ADDITION TO BEING OPEN PRIOR TO ELECTION DAY BUT ARE CONSIDERED EARLY VOTING LOCATIONS.,2730, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0100100000,AL,AUTAUGA COUNTY,17, ,17,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-9999999, 
0100300000,AL,BALDWIN COUNTY,87,-888888.,87,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,499,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0100500000,AL,BARBOUR COUNTY,21,-888888.,21,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,124,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0100700000,AL,BIBB COUNTY,16,-888888.,16,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,86,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0100900000,AL,BLOUNT COUNTY,28,-888888.,28,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,125,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0101100000,AL,BULLOCK COUNTY,17,-888888.,17,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,103,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0101300000,AL,BUTLER COUNTY,22,-888888.,22,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,147,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0101500000,AL,CALHOUN COUNTY,46,-888888.,46,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,326,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0101700000,AL,CHAMBERS COUNTY,39,-888888.,39,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0101900000,AL,CHEROKEE COUNTY,23,-888888.,23,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0102100000,AL,CHILTON COUNTY,19,-888888.,19,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,118,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0102300000,AL,CHOCTAW COUNTY,47,-888888.,47,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0102500000,AL,CLARKE COUNTY,51,-888888.,51,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0102700000,AL,CLAY COUNTY,25,-888888.,25,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0102900000,AL,CLEBURNE COUNTY,14,-888888.,14,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,62,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0103100000,AL,COFFEE COUNTY,30,-888888.,30,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,201,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0103300000,AL,COLBERT COUNTY,17,-888888.,17,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0103500000,AL,CONECUH COUNTY,29,-888888.,29,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0103700000,AL,COOSA COUNTY,21,-888888.,21,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0103900000,AL,COVINGTON COUNTY,25,-888888.,25,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,162,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0104100000,AL,CRENSHAW COUNTY,18,-888888.,18,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0104300000,AL,CULLMAN COUNTY,49,-888888.,49,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0104500000,AL,DALE COUNTY,20,-888888.,20,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0104700000,AL,DALLAS COUNTY,30,-888888.,30,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0104900000,AL,DEKALB COUNTY,48,-888888.,48,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0105100000,AL,ELMORE COUNTY,28,-888888.,28,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0105300000,AL,ESCAMBIA COUNTY,30,-888888.,30,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0105500000,AL,ETOWAH COUNTY,34,-888888.,34,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,282,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0105700000,AL,FAYETTE COUNTY,28,-888888.,28,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0105900000,AL,FRANKLIN COUNTY,20,-888888.,20,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0106100000,AL,GENEVA COUNTY,30,-888888.,30,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0106300000,AL,GREENE COUNTY,14,-888888.,14,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,73,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0106500000,AL,HALE COUNTY,40,-888888.,40,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0106700000,AL,HENRY COUNTY,29,-888888.,29,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0106900000,AL,HOUSTON COUNTY,100,-888888.,100,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,253,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0107100000,AL,JACKSON COUNTY,36,-888888.,36,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,188,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0107300000,AL,JEFFERSON COUNTY,352,-888888.,352,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,1901,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0107500000,AL,LAMAR COUNTY,25,-888888.,25,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0107700000,AL,LAUDERDALE COUNTY,34,-888888.,34,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0107900000,AL,LAWRENCE COUNTY,36,-888888.,36,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,186,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0108100000,AL,LEE COUNTY,46,-888888.,46,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0108300000,AL,LIMESTONE COUNTY,25,-888888.,25,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,222,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0108500000,AL,LOWNDES COUNTY,15,-888888.,15,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,63,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0108700000,AL,MACON COUNTY,15,-888888.,15,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,118,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0108900000,AL,MADISON COUNTY,73,-888888.,73,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0109100000,AL,MARENGO COUNTY,22,-888888.,22,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0109300000,AL,MARION COUNTY,23,-888888.,23,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0109500000,AL,MARSHALL COUNTY,47,-888888.,47,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,248,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0109700000,AL,MOBILE COUNTY,90,-888888.,90,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,1392,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0109900000,AL,MONROE COUNTY,76,-888888.,76,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0110100000,AL,MONTGOMERY COUNTY,50,-888888.,50,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,759,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0110300000,AL,MORGAN COUNTY,41,-888888.,41,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,332,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0110500000,AL,PERRY COUNTY,15,-888888.,15,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,90,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0110700000,AL,PICKENS COUNTY,24,-888888.,24,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0110900000,AL,PIKE COUNTY,33,-888888.,33,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,190,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0111100000,AL,RANDOLPH COUNTY,16,-888888.,16,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,200,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0111300000,AL,RUSSELL COUNTY,17,-888888.,17,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0111500000,AL,ST. CLAIR COUNTY,30,-888888.,30,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0111700000,AL,SHELBY COUNTY,48,-888888.,48,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,559,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0111900000,AL,SUMTER COUNTY,24,-888888.,24,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,82,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0112100000,AL,TALLADEGA COUNTY,26,-888888.,26,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0112300000,AL,TALLAPOOSA COUNTY,29,-888888.,29,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,145,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0112500000,AL,TUSCALOOSA COUNTY,55,-888888.,55,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,418,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0112700000,AL,WALKER COUNTY,46,-888888.,46,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,281,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0112900000,AL,WASHINGTON COUNTY,31,-888888.,31,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,89,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0113100000,AL,WILCOX COUNTY,36,-888888.,36,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888.,6,-888888.
0113300000,AL,WINSTON COUNTY,18,-888888.,18,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888.,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-9999999, 
0500100000,AR,ARKANSAS COUNTY,30, ,8,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2, ,-999999: Data Not Available, ,30, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,4,12,14, ,2, 
0500300000,AR,ASHLEY COUNTY,26, ,14,12,1,-999999: Data Not Available,-999999: Data Not Available,0,1, ,0, ,92, ,-999999: Data Not Available,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,1, 
